WordId,CategoryId,WordKey,DescriptionKey,Word_es-AR,Description_es-AR,Word_en,Description_en
objects.pelota,objects,word.objects.pelota.name,word.objects.pelota.description,Pelota,Objeto generalmente redondo utilizado en una enorme variedad de juegos y deportes.,Ball,Usually round object used in a huge range of games and sports.
objects.bicicleta,objects,word.objects.bicicleta.name,word.objects.bicicleta.description,Bicicleta,Vehículo de dos ruedas impulsado mediante pedales.,Bicycle,Two-wheeled vehicle powered by pedals.
objects.cargador,objects,word.objects.cargador.name,word.objects.cargador.description,Cargador,Dispositivo que suministra energía eléctrica para recargar una batería.,Charger,Device that supplies electrical power to recharge a battery.
objects.pendrive,objects,word.objects.pendrive.name,word.objects.pendrive.description,Pendrive,Pequeño dispositivo USB usado para guardar y transportar archivos digitales.,USB drive,Small USB device used to store and carry digital files.
video_games.minecraft,video_games,word.video_games.minecraft.name,word.video_games.minecraft.description,Minecraft,"Videojuego de mundo abierto donde los jugadores exploran, construyen y sobreviven usando bloques.",Minecraft,"Open-world game where players explore, build, and survive in worlds made of blocks."
video_games.fortnite,video_games,word.video_games.fortnite.name,word.video_games.fortnite.description,Fortnite,Videojuego multijugador de acción y supervivencia conocido por su modo battle royale y construcción.,Fortnite,"Multiplayer action game famous for battle royale, building, and a flood of crossover characters."
video_games.roblox,video_games,word.video_games.roblox.name,word.video_games.roblox.description,Roblox,"Plataforma donde usuarios crean, comparten y juegan experiencias interactivas.",Roblox,"Platform where users create, share, and play an enormous variety of interactive experiences."
video_games.among_us,video_games,word.video_games.among_us.name,word.video_games.among_us.description,Among Us,Juego social de deducción donde tripulantes intentan descubrir impostores.,Among Us,Social-deduction game where crewmates try to expose the impostors among them.
video_games.gta,video_games,word.video_games.gta.name,word.video_games.gta.description,GTA,"Saga de videojuegos de mundo abierto centrada en crimen, conducción y exploración urbana.",GTA,"Open-world crime series built around driving, weapons, missions, and urban chaos."
video_games.the_sims,video_games,word.video_games.the_sims.name,word.video_games.the_sims.description,The Sims,"Saga de simulación social donde se crean personajes, casas y rutinas de vida.",The Sims,"Life-simulation series where players create people, homes, relationships, and daily routines."
video_games.fifa,video_games,word.video_games.fifa.name,word.video_games.fifa.description,FIFA,"Saga de videojuegos de fútbol con equipos, jugadores y competiciones oficiales.",FIFA,"Football-game series featuring real teams, players, stadiums, and competitions."
video_games.call_of_duty,video_games,word.video_games.call_of_duty.name,word.video_games.call_of_duty.description,Call of Duty,Saga de videojuegos de disparos en primera persona con temática bélica y multijugador.,Call of Duty,"First-person shooter series built around warfare, cinematic campaigns, and competitive multiplayer."
video_games.valorant,video_games,word.video_games.valorant.name,word.video_games.valorant.description,Valorant,Shooter táctico competitivo donde personajes con habilidades luchan por objetivos.,Valorant,Competitive tactical shooter where agents use unique abilities to fight over objectives.
video_games.league_of_legends,video_games,word.video_games.league_of_legends.name,word.video_games.league_of_legends.description,League of Legends,MOBA competitivo donde equipos intentan destruir la base rival.,League of Legends,Team-based MOBA where champions battle across lanes to destroy the enemy base.
video_games.counter_strike,video_games,word.video_games.counter_strike.name,word.video_games.counter_strike.description,Counter-Strike,Shooter táctico competitivo basado en rondas entre terroristas y antiterroristas.,Counter-Strike,Round-based tactical shooter pitting terrorists against counter-terrorists.
video_games.fall_guys,video_games,word.video_games.fall_guys.name,word.video_games.fall_guys.description,Fall Guys,Juego multijugador de obstáculos donde personajes compiten en pruebas eliminatorias.,Fall Guys,Colorful multiplayer obstacle game where clumsy contestants race through elimination rounds.
video_games.mario_kart,video_games,word.video_games.mario_kart.name,word.video_games.mario_kart.description,Mario Kart,Saga de carreras arcade con personajes de Nintendo y objetos especiales.,Mario Kart,"Arcade racing series featuring Nintendo characters, wild tracks, and friendship-destroying items."
video_games.zelda,video_games,word.video_games.zelda.name,word.video_games.zelda.description,Zelda,Saga de aventuras y acción protagonizada principalmente por Link en mundos de fantasía.,Zelda,Fantasy action-adventure series usually starring Link on a quest to save Hyrule.
video_games.pokemon,video_games,word.video_games.pokemon.name,word.video_games.pokemon.description,Pokémon,"Franquicia de videojuegos donde se capturan, entrenan y combaten criaturas.",Pokémon,"Game franchise about catching, training, trading, and battling fantastic creatures."
video_games.resident_evil,video_games,word.video_games.resident_evil.name,word.video_games.resident_evil.description,Resident Evil,"Saga de terror y acción centrada en brotes, monstruos y supervivencia.",Resident Evil,"Horror-action series centered on outbreaks, monsters, conspiracies, and survival."
video_games.silent_hill,video_games,word.video_games.silent_hill.name,word.video_games.silent_hill.description,Silent Hill,Saga de terror psicológico conocida por su atmósfera opresiva y simbolismo.,Silent Hill,"Psychological-horror series known for oppressive fog, disturbing creatures, and symbolism."
video_games.elden_ring,video_games,word.video_games.elden_ring.name,word.video_games.elden_ring.description,Elden Ring,RPG de acción en mundo abierto con combate desafiante y fantasía oscura.,Elden Ring,"Open-world action RPG known for brutal combat, dark fantasy, and colossal bosses."
video_games.god_of_war,video_games,word.video_games.god_of_war.name,word.video_games.god_of_war.description,God of War,"Saga de acción protagonizada por Kratos, con combates basados en mitologías.",God of War,Action series starring Kratos and drawing its battles from ancient mythologies.
video_games.the_last_of_us,video_games,word.video_games.the_last_of_us.name,word.video_games.the_last_of_us.description,The Last of Us,Saga de acción narrativa ambientada en un mundo postapocalíptico con infectados.,The Last of Us,Narrative action series set in a devastated world overrun by infected humans.
animals.perro,animals,word.animals.perro.name,word.animals.perro.description,Perro,"Mamífero doméstico conocido por su lealtad, olfato y capacidad para ladrar a absolutamente nada.",Dog,"Domestic mammal known for loyalty, smell, and barking at absolutely nothing."
animals.gato,animals,word.animals.gato.name,word.animals.gato.description,Gato,"Felino doméstico ágil e independiente, famoso por maullar y actuar como dueño de la casa.",Cat,"Agile, independent house cat famous for meowing and behaving like it owns the place."
animals.leon,animals,word.animals.leon.name,word.animals.leon.description,León,Gran felino africano cuyo macho suele tener una melena muy característica.,Lion,Large African cat whose males usually have a distinctive mane.
animals.tigre,animals,word.animals.tigre.name,word.animals.tigre.description,Tigre,Gran felino asiático de pelaje anaranjado con rayas negras.,Tiger,Large Asian cat with orange fur and black stripes.
animals.elefante,animals,word.animals.elefante.name,word.animals.elefante.description,Elefante,"Mamífero terrestre enorme, de grandes orejas y una trompa larga y flexible.",Elephant,Enormous land mammal with large ears and a long flexible trunk.
animals.jirafa,animals,word.animals.jirafa.name,word.animals.jirafa.description,Jirafa,Mamífero africano reconocido por su cuello extraordinariamente largo.,Giraffe,African mammal recognized by its extraordinarily long neck.
animals.mono,animals,word.animals.mono.name,word.animals.mono.description,Mono,"Primate ágil e inteligente, asociado popularmente con bananas y travesuras.",Monkey,"Agile, intelligent primate popularly associated with bananas and mischief."
animals.caballo,animals,word.animals.caballo.name,word.animals.caballo.description,Caballo,"Mamífero domesticado utilizado históricamente para montar, transportar y trabajar.",Horse,"Domesticated mammal historically used for riding, transport, and work."
animals.vaca,animals,word.animals.vaca.name,word.animals.vaca.description,Vaca,"Mamífero de granja criado principalmente por su leche, carne y cuero.",Cow,"Farm mammal raised mainly for milk, meat, and leather."
animals.cerdo,animals,word.animals.cerdo.name,word.animals.cerdo.description,Cerdo,"Mamífero de granja inteligente, de hocico ancho y fama injusta de ser sucio.",Pig,Intelligent farm mammal with a broad snout and an unfair reputation for being dirty.
animals.gallina,animals,word.animals.gallina.name,word.animals.gallina.description,Gallina,Ave doméstica criada principalmente por sus huevos y su carne.,Chicken,Domestic bird raised mainly for eggs and meat.
animals.pato,animals,word.animals.pato.name,word.animals.pato.description,Pato,Ave acuática de pico ancho cuyo sonido suele representarse como “cuac”.,Duck,Broad-billed water bird whose call is commonly written as “quack.”
animals.conejo,animals,word.animals.conejo.name,word.animals.conejo.description,Conejo,"Mamífero pequeño de orejas largas, patas traseras fuertes y reproducción legendaria.",Rabbit,"Small mammal with long ears, powerful hind legs, and a legendary breeding rate."
animals.oso,animals,word.animals.oso.name,word.animals.oso.description,Oso,Mamífero grande y fuerte que habita distintos bosques y aparece demasiado cerca de la miel en los cuentos.,Bear,"Large, powerful mammal found in many forests and suspiciously close to honey in stories."
animals.lobo,animals,word.animals.lobo.name,word.animals.lobo.description,Lobo,Cánido salvaje social que vive y caza en manadas.,Wolf,Social wild canine that lives and hunts in packs.
animals.zorro,animals,word.animals.zorro.name,word.animals.zorro.description,Zorro,"Mamífero de hocico fino y cola tupida, famoso en historias por su astucia.",Fox,"Sharp-snouted mammal with a bushy tail, famous in stories for being sly."
animals.delfin,animals,word.animals.delfin.name,word.animals.delfin.description,Delfín,Mamífero marino inteligente y social conocido por sus saltos y comunicación compleja.,Dolphin,"Intelligent, social marine mammal known for leaping and complex communication."
animals.tiburon,animals,word.animals.tiburon.name,word.animals.tiburon.description,Tiburón,Pez depredador de esqueleto cartilaginoso y varias filas de dientes reemplazables.,Shark,Predatory fish with a cartilage skeleton and several rows of replaceable teeth.
animals.pinguino,animals,word.animals.pinguino.name,word.animals.pinguino.description,Pingüino,Ave marina no voladora adaptada al frío y excelente nadadora.,Penguin,Flightless seabird adapted to cold environments and built for swimming.
animals.cocodrilo,animals,word.animals.cocodrilo.name,word.animals.cocodrilo.description,Cocodrilo,Gran reptil semiacuático de hocico largo y mandíbula extremadamente poderosa.,Crocodile,Large semiaquatic reptile with a long snout and an extremely powerful bite.
movies.titanic,movies,word.movies.titanic.name,word.movies.titanic.description,Titanic,Película dramática y romántica sobre el famoso naufragio del transatlántico.,Titanic,Romantic drama set aboard the famous ocean liner during its disastrous maiden voyage.
movies.avatar,movies,word.movies.avatar.name,word.movies.avatar.description,Avatar,"Película de ciencia ficción ambientada en Pandora, un mundo habitado por los Na'vi.",Avatar,"Science-fiction film set on Pandora, a world inhabited by the Na’vi."
movies.toy_story,movies,word.movies.toy_story.name,word.movies.toy_story.description,Toy Story,Película animada sobre juguetes que cobran vida cuando los humanos no los ven.,Toy Story,Animated film about toys that come alive whenever humans are not watching.
movies.shrek,movies,word.movies.shrek.name,word.movies.shrek.description,Shrek,Película animada que parodia los cuentos de hadas con humor irreverente.,Shrek,Animated fairy-tale parody starring a grumpy ogre and loaded with irreverent humor.
movies.frozen_una_aventura_congelada,movies,word.movies.frozen_una_aventura_congelada.name,word.movies.frozen_una_aventura_congelada.description,Frozen: Una aventura congelada,"Película animada de Disney sobre dos hermanas, magia de hielo y aceptación personal.",Frozen,"Disney animated film about two sisters, ice magic, and learning to accept yourself."
movies.harry_potter,movies,word.movies.harry_potter.name,word.movies.harry_potter.description,Harry Potter,Saga de fantasía sobre un joven mago y su lucha contra fuerzas oscuras.,Harry Potter,Fantasy film series about a young wizard confronting dark forces at a magical school.
movies.el_senor_de_los_anillos,movies,word.movies.el_senor_de_los_anillos.name,word.movies.el_senor_de_los_anillos.description,El Señor de los Anillos,Saga fantástica sobre una misión para destruir un anillo poderoso.,The Lord of the Rings,Epic fantasy trilogy about a quest to destroy a ring of devastating power.
movies.star_wars,movies,word.movies.star_wars.name,word.movies.star_wars.description,Star Wars,Saga de ciencia ficción y aventura sobre conflictos galácticos y el poder de la Fuerza.,Star Wars,"Science-fantasy saga about galactic wars, unlikely heroes, and the power of the Force."
movies.jurassic_park,movies,word.movies.jurassic_park.name,word.movies.jurassic_park.description,Jurassic Park,Película de aventura y ciencia ficción sobre dinosaurios recreados genéticamente.,Jurassic Park,Adventure film about genetically recreated dinosaurs escaping inside a theme park.
movies.avengers,movies,word.movies.avengers.name,word.movies.avengers.description,Avengers,Saga de superhéroes donde varios personajes se unen para enfrentar amenazas globales o cósmicas.,Avengers,Superhero saga where larger-than-life characters unite against global and cosmic threats.
movies.coco,movies,word.movies.coco.name,word.movies.coco.description,Coco,"Película animada sobre familia, música y la tradición mexicana del Día de Muertos.",Coco,"Animated film about family, music, memory, and Mexico’s Day of the Dead tradition."
movies.buscando_a_nemo,movies,word.movies.buscando_a_nemo.name,word.movies.buscando_a_nemo.description,Buscando a Nemo,Película animada sobre un pez payaso que busca a su hijo en el océano.,Finding Nemo,Animated adventure about a clownfish crossing the ocean to find his missing son.
movies.rapidos_y_furiosos,movies,word.movies.rapidos_y_furiosos.name,word.movies.rapidos_y_furiosos.description,Rápidos y Furiosos,"Saga de acción centrada en carreras, autos, robos y familia.",Fast & Furious,"Action franchise built on street racing, impossible stunts, heists, and a lot of family."
movies.matrix,movies,word.movies.matrix.name,word.movies.matrix.description,Matrix,Película de ciencia ficción sobre una realidad simulada y la rebelión contra máquinas.,The Matrix,Science-fiction film about a simulated reality and a rebellion against the machines controlling it.
movies.el_rey_leon,movies,word.movies.el_rey_leon.name,word.movies.el_rey_leon.description,El Rey León,Película animada sobre un león joven que debe aceptar su lugar como rey.,The Lion King,Animated film about a young lion learning to accept his place as king.
movies.intensa_mente,movies,word.movies.intensa_mente.name,word.movies.intensa_mente.description,Intensa-Mente,Película animada que representa las emociones dentro de la mente de una niña.,Inside Out,Animated film that turns the emotions inside a young girl’s mind into characters.
movies.y_donde_estan_las_rubias,movies,word.movies.y_donde_estan_las_rubias.name,word.movies.y_donde_estan_las_rubias.description,¿Y dónde están las rubias?,Comedia en la que dos agentes del FBI se hacen pasar por dos jóvenes millonarias.,White Chicks,Comedy in which two FBI agents disguise themselves as wealthy white socialites.
movies.cincuenta_sombras_de_grey,movies,word.movies.cincuenta_sombras_de_grey.name,word.movies.cincuenta_sombras_de_grey.description,Cincuenta sombras de Grey,Película romántica centrada en la relación de un empresario misterioso con gustos poco convencionales.,Fifty Shades of Grey,Erotic romance about a mysterious businessman with control issues and unconventional tastes.
movies.barbie,movies,word.movies.barbie.name,word.movies.barbie.description,Barbie,Película que mezcla comedia y crítica social a partir del universo de la famosa muñeca.,Barbie,Comedy and social satire built around the world of the iconic fashion doll.
brands.nike,brands,word.brands.nike.name,word.brands.nike.description,Nike,"Marca global de indumentaria, calzado y artículos deportivos.",Nike,"Global brand of athletic footwear, clothing, and sports equipment."
brands.adidas,brands,word.brands.adidas.name,word.brands.adidas.description,Adidas,"Marca alemana de ropa, calzado y equipamiento deportivo.",Adidas,"German brand of sportswear, footwear, and equipment recognized by its three stripes."
brands.apple,brands,word.brands.apple.name,word.brands.apple.description,Apple,"Empresa tecnológica conocida por sus dispositivos, software y diseño integrado.",Apple,"Technology company known for tightly integrated devices, software, and minimalist design."
brands.samsung,brands,word.brands.samsung.name,word.brands.samsung.description,Samsung,"Empresa surcoreana que fabrica celulares, televisores, electrodomésticos y tecnología.",Samsung,"South Korean company producing phones, TVs, appliances, and consumer technology."
brands.coca_cola,brands,word.brands.coca_cola.name,word.brands.coca_cola.description,Coca-Cola,Marca de bebida gaseosa reconocida mundialmente por su identidad roja y sabor característico.,Coca-Cola,Soft-drink brand recognized worldwide by its red identity and signature cola.
brands.pepsi,brands,word.brands.pepsi.name,word.brands.pepsi.description,Pepsi,Marca de bebida gaseosa cola y competidora histórica de Coca-Cola.,Pepsi,Cola brand and Coca-Cola’s historic blue-labeled rival.
brands.mcdonald_s,brands,word.brands.mcdonald_s.name,word.brands.mcdonald_s.description,McDonald's,Cadena internacional de comida rápida famosa por hamburguesas y papas fritas.,McDonald's,"Global fast-food chain famous for burgers, fries, and the Happy Meal."
brands.burger_king,brands,word.brands.burger_king.name,word.brands.burger_king.description,Burger King,Cadena internacional de comida rápida conocida por sus hamburguesas a la parrilla.,Burger King,International fast-food chain known for flame-grilled burgers and its crown logo.
brands.netflix,brands,word.brands.netflix.name,word.brands.netflix.description,Netflix,"Plataforma de streaming de películas, series y documentales.",Netflix,"Streaming platform for films, series, documentaries, and original productions."
brands.disney,brands,word.brands.disney.name,word.brands.disney.description,Disney,"Compañía de entretenimiento conocida por animación, parques, películas y personajes icónicos.",Disney,"Entertainment company known for animation, theme parks, films, and iconic characters."
brands.google,brands,word.brands.google.name,word.brands.google.description,Google,"Empresa tecnológica conocida por su buscador, servicios digitales y productos de software.",Google,"Technology company known for search, digital services, advertising, and software products."
brands.microsoft,brands,word.brands.microsoft.name,word.brands.microsoft.description,Microsoft,"Empresa tecnológica conocida por Windows, Office, Xbox y servicios en la nube.",Microsoft,"Technology company behind Windows, Office, Xbox, and major cloud services."
brands.amazon,brands,word.brands.amazon.name,word.brands.amazon.description,Amazon,"Empresa de comercio electrónico, servicios en la nube y entretenimiento digital.",Amazon,"Company spanning online retail, cloud computing, logistics, and digital entertainment."
brands.playstation,brands,word.brands.playstation.name,word.brands.playstation.description,PlayStation,Marca de consolas y videojuegos desarrollada por Sony.,PlayStation,"Sony’s family of video-game consoles, services, and exclusive franchises."
brands.xbox,brands,word.brands.xbox.name,word.brands.xbox.description,Xbox,"Marca de consolas, videojuegos y servicios creada por Microsoft.",Xbox,"Microsoft’s brand of consoles, games, and subscription services."
brands.nintendo,brands,word.brands.nintendo.name,word.brands.nintendo.description,Nintendo,Empresa japonesa de videojuegos conocida por sus consolas y personajes icónicos.,Nintendo,Japanese video-game company known for inventive hardware and iconic characters.
brands.puma,brands,word.brands.puma.name,word.brands.puma.description,Puma,"Marca alemana de indumentaria, calzado y accesorios deportivos.",Puma,"German brand of athletic clothing, footwear, and accessories."
brands.gucci,brands,word.brands.gucci.name,word.brands.gucci.description,Gucci,"Marca italiana de moda de lujo conocida por ropa, accesorios y diseño distintivo.",Gucci,"Italian luxury-fashion house known for bold clothing, accessories, and distinctive design."
brands.zara,brands,word.brands.zara.name,word.brands.zara.description,Zara,Marca española de indumentaria conocida por moda rápida y presencia internacional.,Zara,Spanish clothing brand known for fast fashion and a huge international presence.
brands.mercado_libre,brands,word.brands.mercado_libre.name,word.brands.mercado_libre.description,Mercado Libre,Plataforma latinoamericana de comercio electrónico y pagos digitales.,Mercado Libre,"Latin American platform for e-commerce, digital payments, and shipping."
professions.medico,professions,word.professions.medico.name,word.professions.medico.description,Médico,"Profesional de la salud que diagnostica, trata y ayuda a prevenir enfermedades.",Doctor,"Healthcare professional who diagnoses, treats, and helps prevent illness."
professions.abogado,professions,word.professions.abogado.name,word.professions.abogado.description,Abogado,"Profesional del derecho que asesora, representa y defiende intereses legales.",Lawyer,Legal professional who advises clients and represents their interests.
professions.profesor,professions,word.professions.profesor.name,word.professions.profesor.description,Profesor,Profesional que enseña conocimientos y acompaña procesos de aprendizaje.,Teacher,Professional who teaches knowledge and guides learning.
professions.programador,professions,word.professions.programador.name,word.professions.programador.description,Programador,"Profesional que diseña, escribe y mantiene código para crear software.",Programmer,"Professional who designs, writes, and maintains code to build software."
professions.disenador,professions,word.professions.disenador.name,word.professions.disenador.description,Diseñador,Profesional que crea soluciones visuales o funcionales combinando creatividad y objetivos concretos.,Designer,Professional who creates visual or functional solutions by combining creativity with practical goals.
professions.arquitecto,professions,word.professions.arquitecto.name,word.professions.arquitecto.description,Arquitecto,"Profesional que proyecta edificios y espacios considerando uso, estructura y estética.",Architect,"Professional who plans buildings and spaces around function, structure, and aesthetics."
professions.ingeniero,professions,word.professions.ingeniero.name,word.professions.ingeniero.description,Ingeniero,Profesional que aplica ciencia y matemática para resolver problemas técnicos.,Engineer,Professional who applies science and mathematics to solve technical problems.
professions.cocinero,professions,word.professions.cocinero.name,word.professions.cocinero.description,Cocinero,Profesional que prepara alimentos y organiza el trabajo dentro de una cocina.,Cook,Professional who prepares food and organizes work in a kitchen.
professions.policia,professions,word.professions.policia.name,word.professions.policia.description,Policía,Agente encargado de hacer cumplir la ley y proteger a la comunidad.,Police officer,Officer responsible for enforcing laws and protecting the community.
professions.bombero,professions,word.professions.bombero.name,word.professions.bombero.description,Bombero,Profesional de emergencias entrenado para combatir incendios y realizar rescates.,Firefighter,Emergency professional trained to fight fires and perform rescues.
professions.veterinario,professions,word.professions.veterinario.name,word.professions.veterinario.description,Veterinario,Profesional de la salud especializado en animales.,Veterinarian,Healthcare professional specializing in animals.
professions.psicologo,professions,word.professions.psicologo.name,word.professions.psicologo.description,Psicólogo,Profesional que estudia la conducta y acompaña procesos de salud mental.,Psychologist,Professional who studies behavior and supports mental health.
professions.contador,professions,word.professions.contador.name,word.professions.contador.description,Contador,"Profesional que registra, analiza y organiza información financiera e impositiva.",Accountant,"Professional who records, analyzes, and organizes financial and tax information."
professions.periodista,professions,word.professions.periodista.name,word.professions.periodista.description,Periodista,"Profesional que investiga, verifica y comunica hechos de interés público.",Journalist,"Professional who investigates, verifies, and reports information of public interest."
professions.actor,professions,word.professions.actor.name,word.professions.actor.description,Actor,"Intérprete que representa personajes en teatro, cine, televisión u otros medios.",Actor,"Performer who portrays characters on stage, film, television, or other media."
professions.cantante,professions,word.professions.cantante.name,word.professions.cantante.description,Cantante,Artista que utiliza la voz como instrumento principal para interpretar música.,Singer,Artist who uses the voice as the main instrument in musical performance.
professions.electricista,professions,word.professions.electricista.name,word.professions.electricista.description,Electricista,"Técnico que instala, mantiene y repara sistemas y equipos eléctricos.",Electrician,"Technician who installs, maintains, and repairs electrical systems and equipment."
professions.plomero,professions,word.professions.plomero.name,word.professions.plomero.description,Plomero,"Técnico que instala y repara cañerías, desagües y sistemas de agua.",Plumber,"Tradesperson who installs and repairs pipes, drains, and water systems."
professions.carpintero,professions,word.professions.carpintero.name,word.professions.carpintero.description,Carpintero,Artesano que construye y repara objetos y estructuras de madera.,Carpenter,Craftsperson who builds and repairs wooden objects and structures.
professions.peluquero,professions,word.professions.peluquero.name,word.professions.peluquero.description,Peluquero,"Profesional que corta, peina y trata el cabello.",Hairdresser,"Professional who cuts, styles, and treats hair."
superheroes.spider_man,superheroes,word.superheroes.spider_man.name,word.superheroes.spider_man.description,Spider-Man,"Es un superhéroe de Marvel con poderes arácnidos, agilidad y sentido de peligro.",Spider-Man,"Marvel hero with spider-like powers, extreme agility, and a danger-sensing spider-sense."
superheroes.batman,superheroes,word.superheroes.batman.name,word.superheroes.batman.description,Batman,"Es un héroe de DC que combate el crimen usando entrenamiento, tecnología e inteligencia.",Batman,"DC hero who fights crime with training, technology, detective work, and terrifying commitment issues."
superheroes.superman,superheroes,word.superheroes.superman.name,word.superheroes.superman.description,Superman,"Es un superhéroe de DC con fuerza, vuelo y poderes derivados del sol amarillo.",Superman,"DC hero whose yellow-sun-powered abilities include flight, strength, and heat vision."
superheroes.mujer_maravilla,superheroes,word.superheroes.mujer_maravilla.name,word.superheroes.mujer_maravilla.description,Mujer Maravilla,"Es una heroína de DC, princesa amazona y guerrera con habilidades sobrehumanas.",Wonder Woman,"DC hero, Amazon princess, and warrior with superhuman abilities and a magic lasso."
superheroes.iron_man,superheroes,word.superheroes.iron_man.name,word.superheroes.iron_man.description,Iron Man,Es un héroe de Marvel que usa armaduras tecnológicas creadas por Tony Stark.,Iron Man,"Marvel hero Tony Stark, who fights inside advanced armor of his own design."
superheroes.capitan_america,superheroes,word.superheroes.capitan_america.name,word.superheroes.capitan_america.description,Capitán América,"Es un héroe de Marvel, símbolo de justicia y resultado de un experimento militar.",Captain America,Marvel hero and symbol of justice created by a military super-soldier experiment.
superheroes.thor,superheroes,word.superheroes.thor.name,word.superheroes.thor.description,Thor,"Es un héroe de Marvel inspirado en la mitología nórdica, asociado al trueno y a un arma mágica.",Thor,Marvel hero inspired by Norse mythology and associated with thunder and a magical weapon.
superheroes.hulk,superheroes,word.superheroes.hulk.name,word.superheroes.hulk.description,Hulk,Es un héroe de Marvel que se transforma en una criatura enorme y fuerte cuando se enfurece.,Hulk,Marvel hero who becomes a gigantic green powerhouse when anger takes over.
superheroes.viuda_negra,superheroes,word.superheroes.viuda_negra.name,word.superheroes.viuda_negra.description,Viuda Negra,"Es una heroína de Marvel experta en espionaje, combate y operaciones encubiertas.",Black Widow,"Marvel hero and elite spy trained in combat, infiltration, and covert operations."
superheroes.doctor_strange,superheroes,word.superheroes.doctor_strange.name,word.superheroes.doctor_strange.description,Doctor Strange,Es un héroe de Marvel que utiliza artes místicas para proteger la realidad.,Doctor Strange,Marvel sorcerer who uses the mystic arts to protect reality itself.
superheroes.pantera_negra,superheroes,word.superheroes.pantera_negra.name,word.superheroes.pantera_negra.description,Pantera Negra,"Es un héroe de Marvel, rey de Wakanda y portador de un traje de vibranium.",Black Panther,"Marvel hero, king of Wakanda, and wearer of a vibranium-powered suit."
superheroes.flash,superheroes,word.superheroes.flash.name,word.superheroes.flash.description,Flash,Es un héroe de DC con supervelocidad y conexión con la Speed Force.,The Flash,DC hero connected to the Speed Force and capable of impossible super-speed.
superheroes.aquaman,superheroes,word.superheroes.aquaman.name,word.superheroes.aquaman.description,Aquaman,"Es un héroe de DC, gobernante de Atlantis y capaz de comunicarse con vida marina.",Aquaman,"DC hero, ruler of Atlantis, and defender of the oceans with a very large trident."
superheroes.wolverine,superheroes,word.superheroes.wolverine.name,word.superheroes.wolverine.description,Wolverine,"Es un héroe de Marvel con regeneración, sentidos agudos y garras de adamantium.",Wolverine,"Marvel hero with rapid healing, heightened senses, and adamantium claws."
superheroes.deadpool,superheroes,word.superheroes.deadpool.name,word.superheroes.deadpool.description,Deadpool,"Es un antihéroe de Marvel conocido por su humor, regeneración y conciencia de estar en una ficción.",Deadpool,"Marvel antihero famous for regeneration, sarcasm, and knowing he is inside a story."
superheroes.ant_man,superheroes,word.superheroes.ant_man.name,word.superheroes.ant_man.description,Ant-Man,Es un héroe de Marvel que puede reducir o aumentar su tamaño usando tecnología especial.,Ant-Man,"Marvel hero who uses advanced technology to shrink, grow, and command ants."
superheroes.capitana_marvel,superheroes,word.superheroes.capitana_marvel.name,word.superheroes.capitana_marvel.description,Capitana Marvel,"Es una heroína de Marvel con fuerza, vuelo y poderes de energía cósmica.",Captain Marvel,"Marvel hero with flight, immense strength, and cosmic-energy powers."
superheroes.linterna_verde,superheroes,word.superheroes.linterna_verde.name,word.superheroes.linterna_verde.description,Linterna Verde,Es un héroe de DC que crea construcciones de energía usando un anillo de poder.,Green Lantern,DC hero who creates energy constructs through willpower and a power ring.
superheroes.daredevil,superheroes,word.superheroes.daredevil.name,word.superheroes.daredevil.description,Daredevil,Es un héroe de Marvel con sentidos aumentados que combate el crimen en Hell's Kitchen.,Daredevil,Marvel hero whose heightened senses help him fight crime in Hell’s Kitchen.
superheroes.venom,superheroes,word.superheroes.venom.name,word.superheroes.venom.description,Venom,Es un personaje de Marvel formado por la unión de un huésped humano y un simbionte alienígena.,Venom,Marvel character formed when an alien symbiote bonds with a human host.
hot.kamasutra,hot,word.hot.kamasutra.name,word.hot.kamasutra.description,Kamasutra,Antiguo texto indio popularmente asociado con una colección casi atlética de posiciones sexuales.,Kama Sutra,Ancient Indian text popularly associated with a nearly athletic catalog of sex positions.
hot.dildo,hot,word.hot.dildo.name,word.hot.dildo.description,Dildo,Juguete sexual de forma fálica diseñado para la penetración; el tamaño ya es problema de quien lo compra.,Dildo,Phallic sex toy designed for penetration; size is between the buyer and their ambitions.
hot.vibrador,hot,word.hot.vibrador.name,word.hot.vibrador.description,Vibrador,Juguete sexual motorizado que produce vibraciones para estimular zonas erógenas.,Vibrator,Motorized sex toy that vibrates to stimulate erogenous zones.
hot.muneca_inflable,hot,word.hot.muneca_inflable.name,word.hot.muneca_inflable.description,Muñeca inflable,Muñeco de tamaño humano vendido como compañero sexual; romance con válvula de aire.,Blow-up doll,Human-sized inflatable sex doll: romance with an air valve.
hot.porno,hot,word.hot.porno.name,word.hot.porno.description,Porno,Contenido sexual explícito creado para excitar; todos conocen el concepto y nadie quiere explicar su historial.,Porn,Explicit sexual content made to arouse; everyone knows it and nobody wants to explain their browser history.
hot.vagina,hot,word.hot.vagina.name,word.hot.vagina.description,Vagina,Canal muscular del aparato reproductor femenino y palabra capaz de incomodar una mesa entera.,Vagina,Muscular canal in the female reproductive system and a word still capable of derailing a whole dinner table.
hot.pene,hot,word.hot.pene.name,word.hot.pene.description,Pene,Órgano sexual externo masculino; fuente inagotable de mediciones dudosas y chistes básicos.,Penis,External male sex organ and an endless source of suspicious measurements and juvenile jokes.
